video_id,language,age_0_9,age_10s,age_20s,age_30s,age_40s,age_50plus,gender_male,gender_female
36OnVala8ag,ko,0.05,0.1,0.15,0.2,0.25,0.25,0.4,0.6
6XFj6BuTe3s,ko,0.05,0.2,0.4,0.25,0.05,0.05,0.6,0.4
LdxR0shS4u4,ko,0.05,0.3,0.4,0.15,0.05,0.05,0.4,0.6
ruz1M1Zei50,ko,0.0,0.05,0.3,0.4,0.2,0.05,0.3,0.7
fhrz3KBU6lE,ko,0,0,0,0,0,0,0,0
QsMtllU1hFs,ko,0.0,0.05,0.15,0.3,0.35,0.15,0.3,0.7
TcSctkQiHQk,ko,0.0,0.1,0.6,0.25,0.05,0.0,0.3,0.7
WOIuUjZQBzo,ko,0.0,0.05,0.15,0.3,0.3,0.2,0.4,0.6
KBPZBY4hJXc,ko,0.0,0.0,0.05,0.15,0.3,0.5,0.3,0.7
PuDCL5cxkFE,ko,0.05,0.1,0.15,0.35,0.25,0.1,0.4,0.6
a72NCO0OFXA,Japanese (auto-generated),0.05,0.2,0.4,0.2,0.1,0.05,0.6,0.4
kX_Vi77o-js,ko,0.0,0.05,0.1,0.15,0.3,0.4,0.4,0.6
y9SutVEpzcY,ko,0.05,0.1,0.15,0.3,0.25,0.15,0.5,0.5
8Pvgfv7Om84,ko,0.0,0.2,0.6,0.15,0.04,0.01,0.3,0.7
DoOWxxwDHls,ko,0.0,0.1,0.4,0.3,0.15,0.05,0.4,0.6
4J3kLPgJ5JU,ko,0,0,0,0,0,0,0,0
nX_DHc4-iGU,ko,0.0,0.15,0.55,0.2,0.07,0.03,0.7,0.3
iOc2dzqa0oA,ko,0.0,0.05,0.5,0.3,0.1,0.05,0.6,0.4
O4COM1VhkV0,ko,0.1,0.2,0.3,0.25,0.1,0.05,0.4,0.6
lNA8KC0li60,ko,0.0,0.2,0.6,0.15,0.04,0.01,0.2,0.8
4h14qCwW6VY,ko,0.05,0.35,0.4,0.15,0.03,0.02,0.4,0.6
k4BJeTEQWxg,ko,0.0,0.3,0.5,0.15,0.05,0.0,0.6,0.4
u4PBL2SeLSc,ko,0,0,0,0,0,0,0,0
P93RA1IPGn8,ko,0.05,0.6,0.25,0.05,0.03,0.02,0.7,0.3
cbba5tbZWa8,ko,0.0,0.05,0.15,0.25,0.3,0.25,0.4,0.6
4htqKsYhkU8,ko,0.05,0.65,0.25,0.03,0.01,0.01,0.5,0.5
r5e1X8wt150,ko,0.0,0.1,0.6,0.2,0.1,0.0,0.4,0.6
XJ49As5TWzg,ko,0.05,0.15,0.4,0.25,0.1,0.05,0.3,0.7
89fRvRPawGM,ko,0.0,0.05,0.15,0.25,0.3,0.25,0.3,0.7
hVXac4ZBanE,ko,0.01,0.3,0.4,0.2,0.07,0.02,0.65,0.35
lUOlKpUztsk,ko,0.0,0.05,0.2,0.35,0.25,0.15,0.3,0.7
tBnAimqIjSI,ko,0.01,0.05,0.1,0.2,0.3,0.34,0.4,0.6
dtItMGoh9AU,ko,0.05,0.1,0.2,0.3,0.25,0.1,0.4,0.6
W9_qxgP79v8,ko,0.0,0.15,0.35,0.35,0.1,0.05,0.4,0.6
jLYixYFXse0,ko,0,0,0,0,0,0,0,0
Fgz5mBKDA2c,ko,0.1,0.5,0.3,0.1,0.0,0.0,0.4,0.6
orttGMemPRQ,ko,0.05,0.15,0.5,0.2,0.05,0.05,0.6,0.4
iY9iusYWUd4,ko,0.0,0.05,0.3,0.4,0.2,0.05,0.4,0.6
e8n0L92oQDM,ko,0,0,0,0,0,0,0,0
YeWBI-GscDE,ko,0.0,0.05,0.25,0.4,0.2,0.1,0.8,0.2
JywSUIAnpRA,ko,0.0,0.1,0.5,0.3,0.1,0.0,0.4,0.6
FyR91CacuGM,ko,0.0,0.05,0.6,0.25,0.08,0.02,0.4,0.6
1MlR5rnVpKQ,ko,0.0,0.1,0.4,0.35,0.1,0.05,0.75,0.25
74QQZxkALdw,ko,0.05,0.35,0.4,0.15,0.03,0.02,0.4,0.6
JZ1_5dcTQz4,ko,0.01,0.1,0.5,0.3,0.07,0.02,0.3,0.7
w1UWGQqrXGY,ko,0.05,0.25,0.35,0.2,0.1,0.05,0.5,0.5
X_nBcMMVcbQ,ko,0.01,0.05,0.1,0.3,0.35,0.19,0.45,0.55
JSgur3atOOE,ko,0.05,0.2,0.4,0.2,0.1,0.05,0.6,0.4
jHKSkpE0sw0,ko,0.0,0.05,0.45,0.35,0.1,0.05,0.7,0.3
XSiu0HpxtCE,ko,0.05,0.05,0.15,0.5,0.2,0.05,0.1,0.9
DPeajAcIFeA,ko,0.05,0.15,0.25,0.3,0.15,0.1,0.6,0.4
RueTU1x4B5A,ko,0.0,0.05,0.1,0.25,0.3,0.3,0.7,0.3
Czj1Hh5PoCs,ko,0.05,0.15,0.35,0.25,0.15,0.05,0.4,0.6
yIt7QcE66Nk,ko,0.05,0.7,0.15,0.05,0.03,0.02,0.4,0.6
HJPMzs-2Ai8,ko,0.05,0.15,0.25,0.3,0.15,0.1,0.7,0.3
fGUgNsBRUOo,ko,0,0,0,0,0,0,0,0
hos_Qr1Lz8E,ko,0.05,0.15,0.2,0.3,0.2,0.1,0.3,0.7
A4Nim5KPL7w,ko,0.0,0.1,0.6,0.2,0.05,0.05,0.8,0.2
LfDnHJCxhyw,ko,0.0,0.1,0.4,0.3,0.15,0.05,0.8,0.2
iJj7DvLdypw,ko,0.0,0.1,0.4,0.3,0.15,0.05,0.4,0.6
HIeZ8W0zLMA,ko,0.05,0.25,0.4,0.2,0.07,0.03,0.3,0.7
cOrigY7UDDc,ko,0.01,0.05,0.2,0.35,0.25,0.14,0.3,0.7
ggtf33M_dzg,ko,0.0,0.1,0.2,0.4,0.2,0.1,0.3,0.7
HLxGTl8ksvQ,Arabic,0.01,0.3,0.4,0.2,0.06,0.03,0.4,0.6
_SFKaGAI8AM,ko,0.05,0.15,0.4,0.25,0.1,0.05,0.7,0.3
gDlfKQpQZkQ,ko,0.01,0.7,0.25,0.03,0.01,0,0.4,0.6
P9fldJ9zwRA,ko,0.0,0.1,0.4,0.3,0.15,0.05,0.6,0.4
cLbK0Vd87iw,ko,0.01,0.05,0.2,0.3,0.25,0.19,0.7,0.3
v39uoOIoOhI,ko,0.05,0.4,0.4,0.1,0.03,0.02,0.45,0.55
bbiFC7t7I_o,ko,0.05,0.1,0.15,0.2,0.25,0.25,0.5,0.5
aZ6Q7SWKiBg,ko,0.05,0.1,0.3,0.25,0.2,0.1,0.4,0.6
B9p4B13zshA,ko,0.0,0.05,0.15,0.4,0.25,0.15,0.3,0.7
HZU0un0i1sk,ko,0,0,0,0,0,0,0,0
G-YqBgqkl-I,ko,0.05,0.1,0.3,0.3,0.15,0.1,0.3,0.7
Dni-_fAaRGM,ko,0.05,0.15,0.35,0.25,0.15,0.05,0.4,0.6
4iT2b56kOCc,ko,0,0,0,0,0,0,0,0
NLzVw3MUlfU,ko,0.0,0.1,0.1,0.3,0.3,0.2,0.3,0.7
DtJZNvVStfU,ko,0.0,0.1,0.4,0.3,0.15,0.05,0.6,0.4
R5vc4YNDBrY,ko,0.1,0.5,0.3,0.05,0.03,0.02,0.6,0.4
BQg3n9F7SQc,ko,0.05,0.4,0.4,0.1,0.03,0.02,0.3,0.7
pOM7yH1tBaM,ko,0.0,0.05,0.2,0.4,0.25,0.1,0.3,0.7
1z1Eb75pgwg,ko,0.05,0.2,0.4,0.25,0.08,0.02,0.3,0.7
2WeVpa6RbwQ,ko,0.0,0.1,0.5,0.3,0.1,0.0,0.7,0.3
N8hdp7wSf1c,ko,0.05,0.4,0.2,0.15,0.1,0.1,0.4,0.6
eNAoj8gxNvk,ko,0.0,0.05,0.15,0.35,0.3,0.15,0.3,0.7
0gmnO4AB4AA,ko,0.0,0.05,0.35,0.4,0.15,0.05,0.7,0.3
9R_CuciehR8,ko,0.05,0.3,0.4,0.2,0.03,0.02,0.3,0.7
F-Jd4kI6rdM,ko,0.0,0.7,0.2,0.05,0.03,0.02,0.5,0.5
uS7frmSTb2Y,ko,0.0,0.05,0.15,0.45,0.25,0.1,0.7,0.3
rxLXfbJj_1w,ko,0.0,0.05,0.15,0.35,0.3,0.15,0.7,0.3
_yXwA_plm_k,ko,0.05,0.35,0.35,0.15,0.07,0.03,0.4,0.6
K7JeTqXdH7I,ko,0.0,0.05,0.15,0.25,0.3,0.25,0.7,0.3
DyN9AiwyHQI,Spanish (auto-generated),0.0,0.05,0.2,0.4,0.25,0.1,0.3,0.7
Iy8Tff90MfQ,ko,0,0.4,0.5,0.1,0,0,0.3,0.7
hGWn5mFcOr4,ko,0.05,0.3,0.4,0.15,0.07,0.03,0.3,0.7
CUTk75cmfH4,ko,0.0,0.1,0.3,0.4,0.15,0.05,0.6,0.4
uSFRDOw5QkA,ko,0.05,0.15,0.3,0.25,0.15,0.1,0.45,0.55
idlDt6t6Uqg,ko,0.0,0.05,0.1,0.3,0.4,0.15,0.3,0.7
qvpnC2Ftyac,ko,0.0,0.05,0.1,0.3,0.35,0.2,0.4,0.6
r_3yF1fsKCM,ko,0.05,0.5,0.35,0.05,0.03,0.02,0.6,0.4
g59QeKBCAb4,Japanese (auto-generated),0.0,0.1,0.6,0.2,0.1,0.0,0.3,0.7
PX6N9TYs5Wg,ko,0.0,0.05,0.3,0.4,0.2,0.05,0.4,0.6
69G1b2eBTjY,ko,0.1,0.1,0.3,0.4,0.1,0.0,0.1,0.9
qA7Decmnx58,ko,0.05,0.2,0.35,0.25,0.1,0.05,0.4,0.6
ZIbYoJnZXYo,ko,0.05,0.7,0.2,0.03,0.01,0.01,0.3,0.7
HS5prBecJT4,ko,0,0,0,0,0,0,0,0
lymXv8QisxY,ko,0.0,0.05,0.5,0.3,0.1,0.05,0.7,0.3
6tdRA_4_120,ko,0,0.05,0.3,0.35,0.2,0.1,0.3,0.7
BtUSlgH5iWk,ko,0,0,0,0,0,0,0,0
H25cAD93UZs,ko,0.0,0.05,0.1,0.35,0.3,0.2,0.4,0.6
qjnebV1nP9Y,ko,0.0,0.1,0.5,0.3,0.1,0.0,0.7,0.3
fJRw9t4qHoE,ko,0.01,0.05,0.2,0.3,0.25,0.19,0.3,0.7
huS28uuI_3k,ko,0.0,0.05,0.1,0.15,0.3,0.4,0.4,0.6
8bPCI9cp354,ko,0.0,0.15,0.5,0.25,0.1,0.0,0.4,0.6
NeAzp3a7ETU,ko,0.0,0.05,0.15,0.25,0.35,0.2,0.4,0.6
PiGuoHA067E,ko,0.0,0.1,0.3,0.4,0.15,0.05,0.6,0.4
E6ZPIVS2WRY,ko,0.05,0.6,0.3,0.03,0.01,0.01,0.2,0.8
o5br5wInJIQ,ko,0.0,0.1,0.2,0.3,0.3,0.1,0.3,0.7
7ft6gCvis4Q,ko,0,0,0,0,0,0,0,0
t3Z9t8sCsd0,ko,0.0,0.0,0.2,0.3,0.3,0.2,0.6,0.4
l-OY6a6T0EY,ko,0.0,0.05,0.15,0.35,0.35,0.1,0.2,0.8
iW-DjHlbkeg,ko,0.0,0.05,0.1,0.25,0.35,0.25,0.3,0.7
79vq241Sblc,ko,0.0,0.05,0.15,0.35,0.25,0.2,0.4,0.6
3wF4WcduHQs,ko,0.0,0.05,0.2,0.35,0.3,0.1,0.3,0.7
EqSw2DSeCq8,ko,0.0,0.2,0.5,0.2,0.05,0.05,0.4,0.6
46sxj4jyhjE,ko,0.01,0.1,0.2,0.3,0.25,0.14,0.35,0.65
KKJYVnnoVpw,ko,0.0,0.1,0.4,0.3,0.15,0.05,0.7,0.3
7CVL4u3rTpc,ko,0.0,0.05,0.25,0.4,0.2,0.1,0.8,0.2
zEqT5KLebYM,ko,0.05,0.25,0.4,0.2,0.07,0.03,0.4,0.6
hb1hkxh9iD4,ko,0.0,0.1,0.2,0.3,0.3,0.1,0.4,0.6
WbqFRZyC1I4,ko,0.0,0.05,0.15,0.25,0.35,0.2,0.3,0.7
fmHyiW3umTY,ko,0.05,0.2,0.4,0.25,0.05,0.05,0.45,0.55
v4x8-NLXT9Y,ko,0,0,0,0,0,0,0,0
NKwjVAY2s-M,ko,0.01,0.02,0.05,0.12,0.3,0.5,0.3,0.7
x1Ax0oeea38,ko,0.0,0.05,0.2,0.35,0.3,0.1,0.6,0.4
O6nX5ZvjV1E,ko,0.0,0.3,0.6,0.1,0.0,0.0,0.5,0.5
RZMEpCcZGGY,ko,0.01,0.25,0.4,0.2,0.1,0.04,0.65,0.35
1SVUbdEUMHk,ko,0.05,0.2,0.45,0.2,0.07,0.03,0.6,0.4
vWghzJqZ-ws,ko,0.3,0.2,0.1,0.1,0.2,0.1,0.4,0.6
zOLoss50cpM,ko,0.0,0.05,0.15,0.35,0.3,0.15,0.7,0.3
3Kdo-VpqAPQ,ko,0.0,0.05,0.2,0.45,0.25,0.05,0.2,0.8
PH_ekyqBsng,ko,0.0,0.05,0.2,0.35,0.3,0.1,0.3,0.7
tPsxRK59FFE,ko,0.01,0.05,0.2,0.4,0.25,0.09,0.8,0.2
-9v4yZk_Fpc,ko,0.05,0.8,0.1,0.03,0.01,0.01,0.5,0.5
gKYtSaZkH44,ko,0.05,0.15,0.2,0.3,0.2,0.1,0.4,0.6
8W4pxOwAHjk,ko,0.0,0.1,0.4,0.5,0.0,0.0,0.7,0.3
0dv9LMCofGk,ko,0.0,0.2,0.5,0.3,0.0,0.0,0.4,0.6
jEVmzrRPIhw,ko,0.05,0.1,0.15,0.2,0.25,0.25,0.3,0.7
vJT_Hs4VHMI,ko,0.01,0.05,0.5,0.3,0.1,0.04,0.4,0.6
rqv-MrWWKTE,ko,0,0,0,0,0,0,0,0
IfkCX312buk,ko,0.0,0.05,0.15,0.3,0.3,0.2,0.4,0.6
A086kNjF0AI,ko,0.0,0.05,0.15,0.35,0.3,0.15,0.4,0.6
nP0Eq14rIMU,ko,0.0,0.05,0.15,0.25,0.3,0.25,0.4,0.6
bKfDyNXcMUk,ko,0.01,0.2,0.5,0.2,0.07,0.02,0.4,0.6
u7Kax37rRLY,ko,0.1,0.5,0.3,0.05,0.03,0.02,0.6,0.4
34Y6WmJKc-A,ko,0.05,0.1,0.3,0.35,0.15,0.05,0.2,0.8
V1eOqN3Ts_U,ko,0.0,0.05,0.15,0.25,0.3,0.25,0.7,0.3
5YRSeXYK4Xg,ko,0.0,0.6,0.3,0.1,0.0,0.0,0.2,0.8
IeLlSu45F60,ko,0.0,0.3,0.5,0.15,0.05,0.0,0.1,0.9
qzWi-fVwuhY,ko,0.01,0.1,0.4,0.3,0.15,0.04,0.2,0.8
lUmu2_q5eUk,ko,0.0,0.4,0.5,0.1,0.0,0.0,0.6,0.4
JqtRpMu9T80,ko,0.0,0.1,0.2,0.4,0.2,0.1,0.7,0.3
2ieo2-61iGk,ko,0.05,0.1,0.35,0.3,0.15,0.05,0.4,0.6
4IbUjoaYevw,ko,0.0,0.1,0.6,0.25,0.04,0.01,0.3,0.7
zhD46vfr2gg,ko,0.0,0.2,0.4,0.25,0.1,0.05,0.3,0.7
WbNEJXfkawo,ko,0.05,0.6,0.3,0.05,0,0,0.6,0.4
icdn7ObgZvk,ko,0,0.05,0.1,0.35,0.3,0.2,0.2,0.8
N0BeVkAakOY,ko,0.01,0.05,0.15,0.35,0.25,0.19,0.3,0.7
su40hbqcAnQ,ko,0.0,0.05,0.15,0.3,0.3,0.2,0.35,0.65
W1nMDFNezXc,ko,0.01,0.25,0.45,0.2,0.06,0.03,0.7,0.3
OJS6IF8gTw0,ko,0.01,0.2,0.5,0.2,0.07,0.02,0.35,0.65
TYGXa8rdMkg,ko,0,0.05,0.15,0.3,0.3,0.2,0.6,0.4
5woflKdnAM0,ko,0.0,0.05,0.25,0.35,0.25,0.1,0.7,0.3
FZ0Xvklvh8k,ko,0.05,0.2,0.4,0.25,0.07,0.03,0.5,0.5
Y7JDQT_GWfM,ko,0.0,0.0,0.15,0.35,0.35,0.15,0.6,0.4
np0s2col2I4,ko,0.0,0.1,0.5,0.3,0.1,0.0,0.4,0.6
7RX8eor_mQQ,ko,0,0,0,0,0,0,0,0
LPPjoQD1xVc,ko,0.0,0.05,0.15,0.4,0.25,0.15,0.3,0.7
KDgfVKJGNus,ko,0.0,0.1,0.5,0.3,0.1,0.0,0.7,0.3
5E_R7tsTTk8,ko,0.0,0.1,0.5,0.3,0.1,0.0,0.3,0.7
97IiOOJqiQ8,ko,0.05,0.15,0.35,0.3,0.1,0.05,0.4,0.6
FGSwz2KWmQ4,ko,0.0,0.1,0.5,0.3,0.1,0.0,0.7,0.3
-YRRJL7i5yI,ko,0.0,0.1,0.45,0.35,0.1,0.0,0.6,0.4
EFQLUBk13RE,ko,0.05,0.15,0.2,0.25,0.2,0.15,0.4,0.6
pkt6ZsQGogo,ko,0.6,0.3,0.05,0.03,0.01,0.01,0.6,0.4
__TllSGgdLU,ko,0.01,0.05,0.15,0.25,0.3,0.24,0.75,0.25
T7A1-iKXveQ,ko,0.01,0.1,0.25,0.35,0.2,0.09,0.8,0.2
Svj1pTrGHZM,ko,0.01,0.05,0.1,0.2,0.3,0.34,0.3,0.7
YT9bIYvCgSM,ko,0.05,0.1,0.3,0.4,0.1,0.05,0.4,0.6
pLRa4WFWEMU,ko,0,0,0,0,0,0,0,0
uDp761n9nks,ko,0.05,0.25,0.4,0.2,0.05,0.05,0.4,0.6
mAs-oTqXMC8,ko,0.0,0.05,0.2,0.4,0.3,0.05,0.4,0.6
zJAVNm0olLQ,ko,0.0,0.05,0.2,0.3,0.3,0.15,0.6,0.4
2rO8_2gJKjc,ko,0.0,0.05,0.3,0.35,0.2,0.1,0.6,0.4
Cs-WmgFh9HQ,ko,0.1,0.6,0.15,0.1,0.03,0.02,0.4,0.6
eakVvkZwIbU,ko,0.05,0.15,0.35,0.25,0.15,0.05,0.3,0.7
NJQ2Yf49x7U,ko,0.05,0.1,0.3,0.4,0.1,0.05,0.4,0.6
-QCse4vXa_E,ko,0.05,0.1,0.2,0.3,0.2,0.15,0.4,0.6
sbVMFiyRQkA,ko,0.0,0.05,0.15,0.4,0.3,0.1,0.4,0.6
DvLKCrl59ps,ko,0,0,0,0,0,0,0,0
a8uefgKzUsY,ko,0.1,0.3,0.4,0.15,0.05,0,0.45,0.55
n68NFGpJkdo,ko,0.01,0.15,0.4,0.3,0.1,0.04,0.7,0.3
7lnPaSvaxW0,ko,0.0,0.05,0.2,0.35,0.3,0.1,0.4,0.6
xdTUgLAUwP4,ko,0.05,0.1,0.4,0.3,0.1,0.05,0.6,0.4
lp8rlVr52-E,ko,0.0,0.05,0.3,0.4,0.2,0.05,0.4,0.6
3B47KqQwEbA,ko,0.1,0.4,0.3,0.1,0.05,0.05,0.4,0.6
3vi63I5pDOI,ko,0.0,0.05,0.3,0.4,0.2,0.05,0.7,0.3
6xYLA1lxwyY,ko,0.0,0.05,0.2,0.25,0.3,0.2,0.4,0.6
VSTG_g3BJ2M,ko,0.0,0.05,0.1,0.25,0.35,0.25,0.4,0.6
6Ek3lZQDbKg,ko,0.01,0.1,0.55,0.25,0.07,0.02,0.15,0.85
UdIZSxr63s0,ko,0.0,0.05,0.25,0.5,0.15,0.05,0.3,0.7
hFCC6rLmia8,ko,0.0,0.0,0.1,0.7,0.15,0.05,0.1,0.9
j80yOszC6LE,ko,0.0,0.0,0.05,0.05,0.1,0.8,0.9,0.1
l790Yrhnh0c,ko,0.0,0.1,0.4,0.3,0.15,0.05,0.3,0.7
JCRyO2gXysM,ko,0.0,0.05,0.45,0.3,0.15,0.05,0.2,0.8
8c1pISCo9Mc,ko,0.1,0.5,0.3,0.08,0.02,0.0,0.2,0.8
4Y3sYNk59Uw,ko,0.05,0.15,0.4,0.25,0.1,0.05,0.2,0.8
NZRzO4LrWkA,ko,0.05,0.6,0.3,0.03,0.01,0.01,0.3,0.7
-hZALJztFAA,ko,0.0,0.05,0.15,0.35,0.3,0.15,0.6,0.4
cZOgdXk4e2g,ko,0.05,0.15,0.25,0.3,0.15,0.1,0.5,0.5
aj7Yrzhm4YY,ko,0,0.05,0.35,0.45,0.1,0.05,0.8,0.2
zWS2aCHmlRk,ko,0.0,0.1,0.7,0.15,0.05,0.0,0.3,0.7
6B4dZii_-tg,ko,0.0,0.6,0.3,0.1,0.0,0.0,0.5,0.5
ADvJpKkT6qY,ko,0.0,0.1,0.5,0.3,0.1,0.0,0.4,0.6
R9wSCx4tA6I,ko,0.05,0.6,0.25,0.05,0.03,0.02,0.4,0.6
2nPt31z7h1c,ko,0.01,0.05,0.15,0.25,0.35,0.19,0.8,0.2
vruszzpKP6c,ko,0,0.1,0.7,0.15,0.05,0,0.3,0.7
fyOaRjDBKN0,ko,0.05,0.3,0.5,0.1,0.03,0.02,0.4,0.6
Tvc_gRo1Pns,ko,0.0,0.05,0.15,0.3,0.3,0.2,0.45,0.55
rx9SI7JKuno,ko,0,0.05,0.15,0.35,0.3,0.15,0.7,0.3
88GkYKvnvvI,ko,0.05,0.6,0.3,0.05,0,0,0.3,0.7
aBbNYjo-9NM,ko,0.0,0.1,0.2,0.4,0.2,0.1,0.4,0.6
Q1VXB8NAuG0,ko,0.01,0.15,0.25,0.3,0.2,0.09,0.4,0.6
RprvjsagWrc,ko,0.05,0.15,0.3,0.25,0.15,0.1,0.4,0.6
B6Fn_8gdXug,ko,0.0,0.05,0.15,0.3,0.3,0.2,0.4,0.6
9LnmBdscdxk,ko,0.05,0.3,0.4,0.15,0.07,0.03,0.4,0.6
WIFh6KP4Frg,ko,0.01,0.05,0.15,0.35,0.3,0.14,0.4,0.6
wlYBBrIB5_Y,ko,0.0,0.05,0.4,0.35,0.15,0.05,0.2,0.8
7MH7ZdDt-JI,ko,0.01,0.15,0.65,0.15,0.03,0.01,0.4,0.6
oWM68UBAE78,ko,0.0,0.05,0.15,0.4,0.25,0.15,0.6,0.4
he4NQ4fl36A,ko,0.05,0.2,0.35,0.25,0.1,0.05,0.6,0.4
8s1k4MHBG3s,ko,0.0,0.05,0.15,0.4,0.25,0.15,0.6,0.4
yrdlOEbXqp0,ko,0.01,0.1,0.3,0.4,0.15,0.04,0.6,0.4
BxltpzaENfA,ko,0.1,0.2,0.35,0.2,0.1,0.05,0.4,0.6
9wYWh1sIv80,ko,0.0,0.05,0.1,0.4,0.3,0.15,0.4,0.6
OJISii9xZnY,ko,0.05,0.05,0.2,0.4,0.25,0.05,0.35,0.65
Qcfzcsegzco,ko,0.1,0.6,0.2,0.05,0.03,0.02,0.4,0.6
BJPV01ogCl0,ko,0.0,0.1,0.5,0.3,0.1,0.0,0.8,0.2
G3RYtqrge5s,ko,0.0,0.05,0.1,0.25,0.3,0.3,0.3,0.7
Y-4BqfoLZUw,ko,0.0,0.05,0.15,0.3,0.3,0.2,0.4,0.6
P8kRLdG0voY,ko,0.0,0.05,0.15,0.2,0.25,0.35,0.4,0.6
aUb-eiyy0AE,ko,0.01,0.1,0.6,0.25,0.03,0.01,0.7,0.3
CDrcrAgyIJY,ko,0.0,0.05,0.35,0.4,0.15,0.05,0.6,0.4
kdOMGa26UYs,ko,0.01,0.05,0.1,0.25,0.3,0.29,0.45,0.55
ofRuHDkxgbU,ko,0.0,0.1,0.35,0.35,0.15,0.05,0.4,0.6
pnbMgmB54qs,ko,0,0,0,0,0,0,0,0
MY_hQMFcvX4,ko,0.0,0.1,0.3,0.4,0.15,0.05,0.5,0.5
DHH0iS73WXI,ko,0.05,0.1,0.3,0.35,0.15,0.05,0.4,0.6
n3T__cBvvhk,ko,0.0,0.15,0.5,0.25,0.07,0.03,0.8,0.2
g414LaGrQ7I,ko,0.0,0.05,0.3,0.35,0.2,0.1,0.4,0.6
pDOku-8SSYk,ko,0.05,0.05,0.1,0.2,0.3,0.3,0.4,0.6
vky-xO75dQU,ko,0.0,0.05,0.15,0.25,0.35,0.2,0.3,0.7
A8mbqwP90w0,ko,0,0.05,0.35,0.4,0.15,0.05,0.2,0.8
b1tcz8eR-QU,ko,0.05,0.2,0.3,0.3,0.1,0.05,0.5,0.5
fhSS2OL5T9E,ko,0.2,0.5,0.2,0.05,0.03,0.02,0.5,0.5
by3xNFNyofc,ko,0.0,0.1,0.6,0.2,0.05,0.05,0.4,0.6
CrsNRWHHF4Y,ko,0.05,0.3,0.5,0.1,0.03,0.02,0.6,0.4
OOjI_IRPHH0,ko,0.05,0.1,0.15,0.25,0.3,0.15,0.4,0.6
LyBPrFGCG4I,ko,0.0,0.05,0.4,0.4,0.1,0.05,0.3,0.7
JsbjgLDc7ZU,ko,0.0,0.6,0.3,0.1,0.0,0.0,0.4,0.6
SHk6VMRqMbQ,ko,0,0.05,0.6,0.25,0.08,0.02,0.4,0.6
WLrCoGzn00w,ko,0.0,0.1,0.5,0.3,0.1,0.0,0.6,0.4
pK07kG2GcsQ,ko,0.01,0.05,0.35,0.4,0.15,0.04,0.3,0.7
C_-LMRUxSPY,ko,0,0,0,0,0,0,0,0
u1H9kNV7SKU,ko,0.0,0.05,0.2,0.5,0.2,0.05,0.3,0.7
z8bbhfcEqcM,ko,0.0,0.05,0.1,0.25,0.4,0.2,0.45,0.55
9EdrNmW4ppQ,ko,0.0,0.8,0.15,0.03,0.01,0.01,0.2,0.8
z42lIQ-YJJA,ko,0.0,0.05,0.15,0.2,0.3,0.3,0.3,0.7
JZnc7HS7vsg,ko,0.01,0.05,0.2,0.35,0.25,0.14,0.2,0.8
rAcIticGD2Y,ko,0.0,0.3,0.5,0.2,0.0,0.0,0.4,0.6
tcqCg-uodOc,ko,0.05,0.3,0.4,0.15,0.07,0.03,0.35,0.65
bFidW--CiHY,ko,0.05,0.4,0.35,0.15,0.03,0.02,0.85,0.15
C_P0cOvgRu4,ko,0.05,0.5,0.35,0.07,0.02,0.01,0.7,0.3
m3uGtWmq6Ww,ko,0.0,0.05,0.6,0.25,0.1,0.0,0.7,0.3
Up1ebUGoz3Y,ko,0.01,0.1,0.4,0.3,0.15,0.04,0.8,0.2
HCNuL0ANtJo,ko,0.0,0.0,0.3,0.5,0.2,0.0,0.2,0.8
ZMlvCNEGTMg,ko,0.0,0.1,0.4,0.35,0.1,0.05,0.3,0.7
wWDxaBk1Eqw,ko,0.0,0.05,0.3,0.4,0.15,0.1,0.7,0.3
Qjf_ykvY2E0,ko,0,0,0,0,0,0,0,0
5hjK9JsIeas,ko,0.0,0.05,0.15,0.3,0.3,0.2,0.4,0.6
wPfNw346slI,ko,0.0,0.1,0.6,0.2,0.1,0.0,0.6,0.4
1q0mwjddq7o,ko,0,0.1,0.4,0.4,0.1,0,0.7,0.3
v4iFYMlyazY,ko,0.0,0.0,0.1,0.2,0.3,0.4,0.5,0.5
R13LlgZO3OU,ko,0.01,0.1,0.5,0.25,0.1,0.04,0.65,0.35
K7QsQ2wtW80,ko,0.0,0.05,0.1,0.25,0.3,0.3,0.4,0.6
ef68c_U72oM,ko,0.05,0.1,0.2,0.3,0.25,0.1,0.4,0.6
Sayx9NwPFCc,ko,0.0,0.1,0.6,0.2,0.1,0.0,0.3,0.7
_lMLrG-fpFQ,ko,0.05,0.15,0.25,0.25,0.15,0.15,0.5,0.5
59iVUkOty-k,ko,0.05,0.25,0.4,0.2,0.07,0.03,0.4,0.6
YNbg_RSchjM,ko,0,0.1,0.4,0.3,0.15,0.05,0.7,0.3
Xe0Cq8QLGBA,ko,0.0,0.05,0.25,0.35,0.25,0.1,0.3,0.7
05U2vtl3pxk,ko,0,0,0,0,0,0,0,0
kA3DMWeomW0,ko,0.05,0.4,0.4,0.1,0.03,0.02,0.5,0.5
NCEA8QrrVWA,ko,0,0,0,0,0,0,0,0
iNfhm4NNbo4,ko,0.0,0.05,0.2,0.4,0.3,0.05,0.3,0.7
o9M_a6k8BP0,ko,0.0,0.0,0.1,0.2,0.4,0.3,0.1,0.9
mL0FJGPfeCk,ko,0.01,0.25,0.45,0.2,0.05,0.04,0.6,0.4
